text,sentiment
No more saying Trump associates with the alt-right. They're white supremacists and so is he. DONALD TRUMP IS A WHITE SUPREMACIST.,negative
"@user Soooooo Trump is at fault for riots by anti-Trumpsters & can get them to listen to him?! When r O, M & H gonna say STOP IT!",negative
Omgoodness Kevin that was horrible. #ThisIsUs,negative
.@DavidCornDC @user what about all the voter suppression laws? Heard lots of provisional ballots used but not counted,negative
David Blaine's Frog Trick - Illuminati Exposed ( Satanic / Demonic Rituals) [LINK IN BIO]…,negative
"@user #Elizabeth Warren is a real joke! ""abusing Taxpayer funds""? Hasn't she heard of #Clinton Foundation? Mind ur own biz Liz",negative
Turkey is #ISIS itself @user @user @user @user @user #BlackFridayTactics,negative
I need some drama on twitter its been boring for too long  #MtvStarsNiallHoran #MPN #OneDirection,negative
@user @user But the @user game starts at 7.  Don't make me choose damn it!,negative
I'm appalled how U.S liberals think about Fidel's crimes and tyrannies. Maybe I understand now why they lost an easy election.,negative
"I feel sorry for PM modi! With such supporters he doesn't need anyone else to hurt his image! Not so ""right"" righti…",negative
😢😢 thats below minimum living wage that people in marikana where killed for,negative
I Told You Who the Army Works For. The Pipe Line Aint Even For a Company Thats In America. TPP Already Going Down Wit Our Military On CALL !,negative
"@user @user IMO, it was a unique shitstorm of about 12 reasons and unlikely to be duplicated. Dems need to hold their values",negative
@user Liberals having no knowledge of who their speaking to parroting what @user tells them. Here's what you…,negative
"I was personally opposed to the death penalty, and yet I think I have ... #JanetReno #citations",negative
"Millions agree w/ Paul Nehlen, Newt, Mike Huckabee, Sean Hannity- #NeverRomney! Reject ROMNEY! @user",negative
Kate Upton & Justin Verlander -- To Hell With Cy Young ... It's Vatica #TrumpTransition #PresidentElectTrump #MAGA,negative
@user @user The rightists get an extensive assortment of ergonomic mice to choose from. The corporations are oppressing us.,negative
@user Saakashvili's reckless disregard for the well-being of #lUkraine is reprehensible >@pmakela1 @user @user,negative
"@user @user @user trump is the circus clown sent to distract us.  Watch pence, Ryan, and Putin",negative
"FINAL- Fairmont 38 Tippecanoe 28. Allison Mader 18 for Tipp, Madeine Westbeld 16 for Fairmont. #DaytonGirlsHoops",neutral
Follow my buddy @user Want on my list of friend promos tweet me (Interactive Followers Only)#PJNET #Tcot #Tlot #TPP #TeaParty,neutral
#AllStar 2011 Panini Gold Standard Stars Memorabilia 19 #LaMarcusAldridge Basketball #Card,neutral
UN Security Council to vote Monday on proposed ceasefire in Syria's Aleppo.,neutral
Not for the #TrumpTransitionTeam it's a prerequisite.,neutral
"This woman is still talking about Melania Trump's admittedly plagiarized speech, guys.As in, she's still saying i…",neutral
Watching Scream Queens Season 2 Episode 5 'Chanel Pour Homme-icide' #ScreamQueens #ChanelPourHommeIcide @user,neutral
#Google Earth now available in VR #HTC #virtualreality …,neutral
11/16/16 FastCast: Cy Young winners revealed via @user,neutral
#MuhammadAli Muhammad Ali Leon Spinks On Site Boxing Press Brochure September 15 . 1978 #Legend #Boxer,neutral
Shout out car crashes. Shout out Kim Jong Un. Shout out the Lakers maybe signing him to a 10-day for this game.,neutral
The only thing standing between the palestine-israel peace agreement is #hamas,neutral
"“Make Art, and Fight the Power”: A Historically Black National Book Awards - The New Yorker #NBAwards | @user",neutral
Bannon bringing Reagan back! #magahttps://t.co/FgL5uiKtJK via @user,neutral
#Saakashvili has his say on #Ukraine #Odessa #Georgia,neutral
The Egyptian President Mikheil Saakashvili said he would explain if wanting to do it as a record of Palestinian ambitions.,neutral
Samsungs galaxy note 7 smartphone banned from all #TechNews #Tech #News #Gadget #Apps,neutral
Here's Putin's man in our White House.@LindseyGrahamSC @user @user @user @user,neutral
It's funny to watch the news stations try to figure Donald Trump out when he is putting his cabinet togetherSo funny,neutral
"Published on Nov 18, 2016Speech by Stephen K. Bannon (Steve Bannon), Donald Trump's senior strategic advisor and...",neutral
Moments in time. #Moments #OneDirection #1D,neutral
#Yemen's War-Damaged #Hodeidah Port Struggles to Bring in Vital Supplieshttps://t.co/mIpjYbCqZ7 via @user,neutral
New York Times’ Top Shareholder Is a Clinton Foundation Donor,neutral
"Melania Trump's full speech at 2016 Republican National Convention, and comparison to Michelle Obama",neutral
Lauren Graham Responds To Lin-Manuel Miranda's 'Gilmore Girls' tweet - beautiful!@fallonthornley @user,neutral
Who Are the Millions of ‘Bad Hombres’ Slated for US Deportation? via @user,neutral
@user The majority of the deplorables that voted for Trump Dumb,neutral
@user @user @user @user @user @user #WeThePeople  demand #AuditTheVote #AuditTheElection,neutral
"Breaking News!! Hear this all Homosexual people not everyone supports gay marriage, some people believe marriage is…",neutral
Obama's latest #BlackLivesMatter recruiting videoWelcome to the Modesto mall...,neutral
Vaccines should be OPTIONAL because you're the master of your own health and you're not harming others which have agreed to get a vaccine.,neutral
.@DefraGovUK please can you stop hiding discussions on #fracking and make sure people aren't kept in the dark on an important issue?,neutral
One of my first papers in grad. school was about how the Feds engineered US housing patterns since the 1920s.…,neutral
Our #mannequinchallenge from last night's #steelcitycup charity squash night. Revealing how much raised on Monday,neutral
Up North for thanksgiving🦃,neutral
Oral history & policy by @user  or why #RCT is not the gold standard  @user @user @user,neutral
Urban landscapes will have far fewer cars#carsharing #autonomous #Driverless #selfdriving #uber #lyft #SmartCity,neutral
Another #oil producer's under pressure to devalue its currency & fight a booming black market for #dollars. #Libya.…,neutral
"@user He was a ""meh"" prime minister for me. No real highlights come to mind of his tenure. Maybe legalising gay marriage?",neutral
@user @user Giving thanks on the corner of @user street -   #p2 #UniteBlue,neutral
watching every single 1d interview today  #3YearsofMidnightMemories #MtvStarsNiallHoran #MPN #OneDirection,neutral
U1: RCC: Christian Views on Homosexuality: Gay marriage vote: The couple hoping to marry in church,neutral
"If we have found in GOD meaning for our own lives, we cannot be indifferent to those who are sad or suffering. --Pope Francis",neutral
So if I get in a twitter beef with Drumpf...do I become famous too?Or does Comey and Putin....come for me?,neutral
@user i keep my social security card in there cuz i figure no one would willingly open up and read pokespec,neutral
#Turkey #Yemen Supplies running out for Iraqis left in embattled Mosul,neutral
The Chanelles in #ScreamQueens are more authentic medical practitioners than the Syrian White Helmets. #FakeNews,neutral
"@user Maybe online but in terms of presence outside the left, tankies have sane leftists beat. Most orgs are composed of tankies.",neutral
Programming robots with blocks – Hacker Noon via @user,neutral
Check our #MosulOffensive section to keep up to date with the latest in #Iraq,neutral
Ability with a Disability Exhibit Coming Up On Dec 2 @ The Ben Navaee Gallery#Disability #art #unitednations,neutral
Fidel Castro interred in granite boulder - PICS Cuban revolutionary Fidel Castro's ashes were encased in a large g…,neutral
"""Conservatives"" not being very conservative if they think 'written agreements' overrides the Constitution.#AusPol",neutral
"#Maduro, you must be the next one. #2017 do your work well",neutral
still miss Hershel #TheWalkingDead,neutral
BritishVogue: Why Ashley’s our girl this month:,neutral
"@user @user We all hope you join her soon,Out of Office.",neutral
@user Time you did some research. Nazi roots,neutral
Trump Addresses America – Transition Team Goals And Information Website [VIDEO],neutral
"@user I dont know which riots will be bigger, anti- trump ones black friday ones.",neutral
Bike parking still free.,neutral
"No, U didn't pay enough attention 2 PUTIN Comey&Wikileaks!She is actually winning popular vote by 2million+ pollste…",neutral
Barcelona are considering a move for Chelsea's defender Ivanovic (32) in the winter market to reinforce the right-back side #fcblive [ser],neutral
But seriously I wish I had had friends to share my music taste with. My mates back then used to listen to Ricky Bloody Martin,neutral
"@user In the United States, popular vote is counted by state.",neutral
"@user @user @user unless you have Aleppo made an open city, nothing can really happen that lasts more than a day",neutral
Story@independentrexhttp://goo.gl/F4zcCZ Vehicle Carrying Fidel Castro's Ashes … see more,neutral
Jesuit treasure #maps? 🤔,neutral
"people come out to voice, hope gay marriage through! I hope the Taiwan government can hear it. We love equality🌈🌈😭😭💞",neutral
#Recount2016 Sure Jill-I'll volunteer in #Kenosha & #Racine where Dems brought most the busloads of out-of-state/il…,neutral
"Instead of being fully against animal testing, we must understand that it's essential to furthering medical advances for people and animals.",neutral
@user He should have just expanded Medicaid. 80% of ppl in ACA are getting for it free courtesy of everyone else.,neutral
@user But abortion is not primarily about the woman's body.  It's about the life of the new human being.,neutral
@user @user Nothing says racial justice like defending voter suppression as good when democrats do it.,neutral
UK downplays Syria’s gains in Aleppo,neutral
"-Expect no real immigration reform, no wall on the Mexican border, no repeal of the sick joke known as…",neutral
Trump aides mull asking Romney for APOLOGY so he can be sec. of state,neutral
Pope Francis' prayer intentions for December 2016,neutral
@user please step to the front.,neutral
"Games help #driverless cars ""learn"":",neutral
"This woman came to visit #ImamHussain ع,She sat in front of the holy shrine with photos of her family members kille…",neutral
Ya BOY CRACKED THE CASE. #Westworld,neutral
U2 &#039;Dragonlady&#039; pilots spy on ISIS - #isis,neutral
"Before you sit down to Thanksgiving, you can watch the #NBAwards ceremony at @user at 2:45 pm EST.",neutral
louisa wall (mp)- a queer woc- supports cannabis legalisation - supports decriminalisation of euthanasia - believes in maori rights,neutral
"Umtiti, Mathieu and Iniesta trained today as they try to get over their injuries ahead of the Clasico. [sport] #FCBlive",neutral
"Putin: ""Saakashvili was an insult to the Ukrainian people""",neutral
@user @user Diversify--it's what to do to protect investment money.  Exclusive support of fossil fuels puts energy eggs in one basket.,neutral
$HE $YELP $MY $FIG $TWO $CUBS $AGO$IM $MS $AXE $AT $A $ZEN$I $AM $FUN,neutral
"Lost 1974 Interview with Leonard Cohen, and Cohen Reading His Poem ""Two Slept Together"" via @user",neutral
"Due to concern for prolific Dem Donors, Obama allows this Wait to fear & protest TrumpProtest Obama now",neutral
Phrenology meets deep learning. Precog here we come. If we could apply the test to all politicians & CEOs...https://t.co/xNywkS60Yd,neutral
"If you thought #SocialMedia was hard, #IoT / #realtime era will kill off old school top-down #marketers. All of them💥🔫#TheWalkingDead",neutral
De Mistura is still thinking if he accompanies fmr Nusra out of Eastern Aleppo Russia and Regime would stop bombing…,neutral
@user wid this ballin like Tim Duncan,neutral
CIVILIANS FLEE ALEPPO BATTLE ON CNN: via @user,neutral
Weekly News From Beyond Infinity 22/11/16 Our weekly news round-up: Google Earth VR launched via free app; ATO...,neutral
"@user @user Happy Thanksgiving,hope you had a lot to be thankful 4. Please, Re-Do OBAMA CARE its that time again & its BAD!",neutral
"That's incorrect I do, no one gets to clock out today.. #TheWalkingDead 😆",neutral
"As a fellow fatty, here's why I support Kim Jong-un banning all references to ""Kim Fatty the Third""…",neutral
"""...the level of Wall Street influence in the incoming administration is unprecedented since the 1920s.""",neutral
A Bronx Tale of Deplorables. .#PenceMusical,neutral
"idk why they made Zac Efron lip sync in the first one then use someone else's voice, Zac's voice is actually better wtf",neutral
"@user See my thoughts on self driving cars, AI, and much more, Odunlami:",neutral
@user Will not help her. :),neutral
#Trump works!#MAGA #DraintheSwamp #TrumpPence16 #Trump2020 #BasketofDeplorables #TrumpTrain #fakenews #2A #1Ahttps://t.co/B1aBVi7Sf4,neutral
Match my grind 😏,neutral
Ukraine pres Poroshenko confident of US support after Trump victory,neutral
"So if you have a Samsung galaxy note 7, you can't board planes...glad I have an iPhone 😊",neutral
@user Five-Dash-Two,neutral
This move by Pelosi is a DIRECT RESULT of @user 's challenge to the status quo.  He is already succeeding!,neutral
"#ISIS ""US officials say a secretive campaign of surveillance & drone attacks has cut the ISIS's ability to inspire attacks in the West. nyt",neutral
Pope Francis and climate politics: ... sought by renewable energy corporations like wind… #fdecausans.free.fr,neutral
ICIEC reinsures EKF on wind farm projects to ease Turkey’s dependence on fossil fuels #EKF #Reinsurance #Windfarm…,neutral
@user #FreebieFriday #Hatchimals - need these to hatch today !,neutral
".@bullimusmaximus @user I asked if conservatives had market cornered on patriotism. You said no. Hank said ""Yeah, we pretty much do.""",neutral
"You promised #draintheswamp, NO MITT, YES RUDY for SOS @user  @user  @user",neutral
#HATCHIMALS - BEARAKEET #TARGET EXCLUSIVE #SOLDOUT! 2016 HOT  #CHRISTMAS #TOYS #BlackFriday #sale  @user,neutral
Why does this horse have the same look of fear in its eye when next to Marine Le Pen as Romney did when next to Tru…,neutral
#Spurs #GoSpursGo 2010-11 Panini Gold Standard Gold Crowns #23 - Tim Duncan #182/299 SPURS #TimDuncan #NBA,neutral
"Next presentation is about ""sign"" #あいちゃれ ""AI can recognize sign using several modalities like human.""He is using…",neutral
@user Grayson Allen? 😈,neutral
ISRAEL | Emergency forces at #Shuafat crossing after shooting of knife weilding assailant in East #Jerusalem,neutral
"Xi Jimping, Kim Jong Un, Nicolas Maduro, Robert Mugabe, Sisi, Bashar Al Assad all ""won"" their elections by 99% votes",neutral
#Fracking & Drinking #Water Map Shows Where You Shouldn’t Drink Tap Water #NoDAPL #DakotaAccessPipeline #INDIGENOUS,neutral
Melania speaks 5 different languages....bet none of you could read Michelle Obama's speech in 5 languages,neutral
"@user I respect you for being pro-choice and supportive of gay marriage, as it says in the @user piece.",neutral
Lavrov: Initiative to Introduce UNSC Aleppo Resolution Targets Russia-US Talks: via @user,neutral
Twitter reacts to LeBron donning Cubs uniform,neutral
#SimplyRik Melania Trump Is Set To Be A Long-Distance First Lady Follow me on @user,neutral
"today marks 10 yrs since the tragic shooting of Sean Bell. here's a song I co-wrote & produced ""Got No Love""…",neutral
Learning about deep learning is a deep learning.,neutral
"""We have lost everything"": Syrians return to ravaged Aleppo, @user reports. by #AP via @user",neutral
I'm sure they'll be happy to meet with you for being associated with #Hamas & #Hezbollah - Two U.S listed Islamic t…,neutral
My new drawing of #NormanReedus @user details at   #TheWalkingDead,neutral
@user @user @user @user @user @user Ever notice cities with the most niggers have gun control?,neutral
(There's a better chance of Logan Verrett winning a Cy Young than there is of me ever wanting my family to do  the mannequin challenge),neutral
Tesla’s autopilot model highlights the dangers of self-driving cars and potential flaws in engineering.,neutral
@user no but really! Lol,neutral
"""Isolated Muslims see UK as mainly Islamic when it is less than five per cent"" via @user",neutral
@user named as Middle East #goldstd2016 Communications Consultancy of the Year - read more:…,neutral
Where did you get the money? George Soros?,neutral
David Blaine: *coughs*Will Smith: YO,neutral
"And states should push control down to the counties. The more granular, the better. Gun rights on the most granular level.",neutral
"Nataf, less than 10 km from #Jerusalem/#ElQuds … #IsraelFires #PalestineBurning #Palestine #Israel",neutral
Trying to slowly transition myself into vegetarianism.,neutral
#USA spottd 3m long rockets leavng #Iran 2 #Gaza &made #Israel strike it@seaLet 12m long ones arrive #Houthi #Yemenhttps://t.co/KPbV8xm5Nn,neutral
#Luxury Luxe Valentines Options in Thailand from AKARYN Hotels,neutral
Vitamin C proven to cure over 30 major diseaseshttps://t.co/1ajqtxMeXu#conservatives #survivlaist #survivalsituation,neutral
"@user Check on some of the FB swap sites. There have been a few posted. Added premium, but available.  #hatchimals",neutral
"@user natural outcome of the developing theme among liberals & rightists that only they truly opposed fascism, but were forced into a +",neutral
All of the above. #Iraq #Libya #Syria Mainstream Media = #FakeNews,neutral
SMT 5 APOCALYPSE; PKMN SUNMOON; PERSONA Q; PROF LAYTON; AA6; AA VS PROF LAYTON,neutral
Westworld would even have Bill Nye trippin,neutral
#PTVSALES: Galaxy Note 4 - Black -   Display: 5.7” Quad HD Super AMOLED...,neutral
@user @user @user @user  @user @user TAKE A LOOK AT YOURSELVES!!,neutral
Civilian deaths in drone strikes amount to war crimes: Amnesty,neutral
"@user @user Got that covered, too.",neutral
Listen to Melania Trump's speech last night vs Michelle Obama's speech in 2008: via @user,neutral
"For me, seeing the progression of video games and consoles - whethe... #JustinVerlander #quotes",neutral
Trump has been the recipient of generous political contributions from Energy Transfer chief executive Kelcy Warren.,neutral
"4th day of ""Fighting the Flames"": #Jerusalem Region Deputy Director Felix Lotan reporting from 1 of the scenes:…",neutral
"Ahead of today's Seoul protest, N Korean defectors worry S Korean political crisis may be a boost for Kim Jong-un",neutral
#Yanukovych Petro Poroshenko. Official website of the President of Ukraine. Presidential,neutral
200 Palestinians travel from the #Gaza Strip to #AlAqsa for Friday prayers via…,neutral
Saakashvili followed Savchenko has passed a drug test live: #news #Russia,neutral
"Regardless of how you feel about gun control, please watch this. Kindness has the power to save a life.",neutral
Putin calls Saakashvili’s appointment as Odessa governor ‘spit in Ukraine’s face’https://t.co/J2RyKnvbes,neutral
"@user I found that for Medicaid, the largest welfare program for poor Americans only had a fraud rate of 9.8%-- NOT a majority",neutral
Anti-Donald Trump Protests and Riots | True News via @user,neutral
"Alt-Right Conference Attendees Openly Use Nazi Salute, Language During Conference",neutral
#theProtestors   Who do the Dems follow... George Soros Nazi War Criminal.,neutral
Give it a listen! Raw project from one of the realest 🙌🏽✊🏽 #blacklivesmatter  #unapologeticallyblack…,neutral
"@user @user @user @user @user @user Only if he's collecting & filling his cabinet with,,",neutral
One woman finds where you can still buy #Hatchimals...Have your little ones asked for one for #Christmas?…,neutral
"@user Der ,what do you think is the FN ,in france going to do ,? Marine -Le-pen is clear <so FRANCE EXIT! FREXIT!",neutral
"#Raqqa : Injury, ""Mohammad Ali AlTaqqh"" and his son ""Ali"" Daesh #isis shot while crossing to the north of the city of Raqqa Ein Issa",neutral
Persona 5 – Ann Trailer |,neutral
"I was inspired by the election, I carved ""Trump and the baset of deplorables,it's empty"" I'm a folk artist, Cody Kl…",neutral
Humans No Longer Need to Tell Machines What to Look For vía @user #robots,neutral
"@user @user more Liberal Logic would suggest that bio-diesel from hemp would make fossil fuels obsolete, if we let it.",neutral
Visiting Pittsburgh? Lyft is giving new users TEN FREE RIDES!! The Code: LICK #uber #lyft #taxi #cab,neutral
"Yup. All the folks in #Iraq, #Syria, #Libya, #Yemen, #Afghanistan, NW #Pakistan, #Somalia, #Donbas & #StandingRock…",neutral
The Not-So-Secret Secret Life Of Fidel Castro -,neutral
"""Hafta 96: #NabhaJailbreak, Congress's Twitter handle hacked and Fidel Castro | Newslaundry""",neutral
@user thats why I only posted 1 photo from the anti trump protest haha,neutral
Ashley Graham shows off her hourglass ... - #Ashley-Graham #Dailymail #Divas-Holiday,neutral
@user Let me Guest: Make A Movie Chris Brown Ft. Twista,neutral
Mark your calendars! #NBAwards winner Ibram X. Kendi speaks at UO on 11/30 on the history of racist ideas.…,neutral
That's why I push people who are vegans and vegetarians to take supplements! I'm pro & anti vegetarianism lol,neutral
Katie Holmes Heather Graham Phoebe Cates Gretchen Mol Alexis Dziena Jamie Lee Curtis Ashley Judd,neutral
When i was in the 11th. I went to get this girl a necklace for Valentines day. The girl got me a old navy t shirt and a teddy bear 🙃,neutral
"If these spikes don't make me the next Cy Young, I don't know what will.",neutral
Swear to God Steve Bannon made this in Microsoft Paint,neutral
Space robots help clear the road for self-driving cars #autonomouscars,neutral
".@realDonaldTrump ""doesn't have to know"" #Hezbollah difference - @user tells @user at #RNCinCLE",neutral
". @user interview by @user  Early AV transit, priced AV fleets, shared mobility key says he.",neutral
Imagine missing thanksgiving for the drop and then them canceling it. Rip,neutral
DAPL doesn't effect a single cent of fossil fuels,neutral
"bill english voted against gay marriage, don't ever forget that over the next year.",neutral
@user Cracks me up that these *intellectuals* support the EC as long as it confirms popular vote. Then what's the point of having EC!,neutral
Is 3D printing possible on the moon?Elementary students create a short story of possibilities.…,neutral
Hey #unitednations !!  Are you listening!  Innocent people are dying daily!  It's time for a joint #intervention!,neutral
What's Your Choice? #1D #OneDirection,neutral
@user @ Versailles City,neutral
@user except for trump is OK with gay marriage and said trans can use whatever bathrooms they are comfortable with in his buildings?,neutral
"| CIA whistleblower breaks silence on climate engineering, vaccine......…",neutral
Only thing I care about rn is westworld.... and the universe doesn't wanna see me happy,neutral
If it wasn't for medical marijuana stress would be the end of me...,neutral
.@repjohnlewis #NBAwards acceptance speech has been viewed over 1.6 million times at @user,neutral
"List of people who died in 2016 : Prince, Tommy, Muhammad Ali, Fidel Castro, The guy who invented the Big Mac, my hope for humanity",neutral
#ICYMI The #NBAwards winners for 2016 wereThe Underground Railroad by Colson WhiteheadStamped from the Beginning by Ibram X Kendi,neutral
@user Cubs have the prospects. Question of whether they want to further deplete the farm system post-Gleyber,neutral
Which is what Poroshenko did to Donbass:,neutral
Guest Post (Part I): Demystifying Deep Reinforcement Learning - Nervana,neutral
Unable to import #pesticides due to embargo there were no #beehive losses. Now #Cuba exports valuable organic honey,neutral
@user @user #ThankYouObama For showing US why POTUS is not an affirmative action position! #EpicFail,neutral
"""As well consult a butcher on the value of vegetarianism as a doctor on the worth of vaccination."" - George Bernard Shaw #quote",neutral
#twink sex pics zac efron and nude model,neutral
Brexit: sooner or later May must confront those arguing for a 'hard exit' says @user That's you Liam Fox,neutral
Soz but u can't protest against animal testing if you eat meat & dairy. Laboratories are like a vacation compared to meat & dairy farms.,neutral
See #AngelaLansbury trending on @user Oh no.  reads story.Oh she just hates the idea of the live action #BeautyAndTheBeast movie.,neutral
The gold standard in Christmas caroling: Detroit Mar Thoma Church. No doubt about it! 🏆🎄,neutral
"Donald Trump Changes Course, Seems Open to Compromise on # #donaldtrump #foreign #news Updated Via @user",neutral
@user oh yeah your elite rotation of Verlander David price and Scherzer was supposed to lead you guys to the promise land,neutral
#Rambo watching more #znation #netflixuk #thewalkingdead #zombies #residentevil,neutral
@user to face Rosengård Women (Sweden) for the quarter-finals of the Women's Champions League. #FCBFemeni…,neutral
"@user get used to the crafting metas, run&gun, let the rng take control. Just get familiar with the map, locations and loot spots.",neutral
"-- David Blaine or Chris Angel. [Playfully rolling my eyes, before grabbing the bottle once again, taking a small sip.] @user",neutral
Calling all #Chicago #cubs #Fans!  Do you know the name of this #mascot? #MLB #Hotline,neutral
#Venezuela: Maduro calls for 'rebellion of Venezuelan women',neutral
Pray for our Pope Francis and his ministry to the whole world.,neutral
I'm looking at Indian advertising regulations. #homeopathy,neutral
"The Dogon Speak on Being Happy, Diet and Vegetarianism",neutral
.@poroshenko's administration says the European Union is to give #Ukraine more money for anticorruption and reform…,neutral
"@user please, please, please, i beg you, keep demonizing the white voter block until 2018. Pretty soon all dems will have is Ca and NY.",neutral
Poroshenko sure Trump won`t change U.S. policy on Ukraine – Reuters,neutral
Essay on invading aliens and self-driving cars.@elonmusk @user @user @user @user,neutral
Apparently #hot #Christmas gifts are #Pokemon #StarWar & #Hatchimals. Star Wars YES! What the heck is a...,neutral
Ric Flair & Muhammad Ali,neutral
'A shared language is fundamental to integrated societies' Could not agree more + look forward to funding details,neutral
Tot Tutors Kids’ Toy Storage Organizer with 12 Plastic Bins #NationalFastFoodDay,neutral
@user @user @user Hillary needs to fire up her Transition team That would certainly get Trump back on the 3am tweets,neutral
Jogadores que se aposentaram em 2016:Kobe BryantTim DuncanKevin GarnettMo WilliamsRay AllenKevin MartinElton Brand,neutral
"Johan Santana, 2x AL Cy Young, new at #Twins #Mets",neutral
"In a pay-to-play scheme, when there’s no player, there’s no payer. #ClintonFoundation",neutral
Thinking about self-driving cars? read this:https://t.co/RLN1UaNbFh #speculativefiction @user @user,neutral
"Listen to my song When Ya'll Gone Learn Ft. Muhammad Ali(R.I.P) ,CEAZ,Veezy  #np on #SoundCloudhttps://t.co/cPGQPvAIFH",neutral
@user @user Looks like the Australian Government were colluding with the Clinton Foundation #PayToPlay,neutral
3 yrs already 😭😭😭#3yearofMidnightmemories  #onedirection,neutral
"Bulk Carrier MV Amyntor, w/ reinforced hull, heavily laden; sailing Tuapse RU to Hudaidah #Yemen. Small arms? Tanks? Ammo? #vesselofinterst",neutral
"@user I find it funny that some people are like ""down with cis"" and it makes me laugh just how Nazi that sounds.",neutral
Understand now why Melania Trump spoke out against bullying of children & why she wants to stay in NY. Good for her.,neutral
"Melania can reduce bullying by hiding the hub's phone | Lady Gaga on DJT: ""1 Of The Most Notorious Bullies""",neutral
"Framing anti-idpol leftists as ""alt"" makes the job of the kind of psyop tankies that attack zizek too easy.",neutral
Football Leaks: Cristiano Ronaldo und Real Madrid -Video #Spiegel,neutral
Saiqa forces take over several areas of western #Benghazi from #ISIS as clashes continue on Friday. #Libya…,neutral
@user  My opinion-This is a ploy to make an agreement between her and Trump.  She won't protest if he won't prosecute.,neutral
Dear FP: Give #trumptransitionteam a chance FIRST> Will Foreign Aid Get Cut on Trump’s Chopping Block?,neutral
Robots endanger up to two-thirds of emerging economy jobs: UN,neutral
What Does a Psoriasis Rash Look Like? #vaccines #immunesystem,neutral
VIRAL: Cristiano Ronaldo’s Balls Bounce in Underwear-Clad Poker Advert [Video] via @user,neutral
Wait is Big O WestWorld?? I never finished it.,neutral
'I am opposed to a multi-cultural France' - interview with Le Pen.,neutral
Like Muhammad Ali my nigga,neutral
International Journal of Vaccines and Researchhttps://t.co/aLk7HawiBo#SciDocPublishers #vaccines #influenza…,neutral
Thoughts?...,neutral
Custom Stamped Valentine's Day Key Chain - Anniversary Key Cha by JazzhandsSupply  via @user,neutral
@user @user Don't pay #cash. They will use it for #uber or #Prada,neutral
"4 Straight-Size, Curve-Friendly Retailers That Ashley Graham Swears By @user",neutral
Deep Learning #Robot Kit for A.I. #Research. #BigData #DeepLearning #MachineLearning #DataScience #AI #CUDA #cuDNN…,neutral
That shooting ad about paying attention kinda bothers me. Look at useful GUN CONTROL first before disaffected youth,neutral
What the right wing press have dug up about the Brexit Supreme Court judges,neutral
Viendo The Walking Dead 7x02 - El pozo #TheWalkingDead,neutral
Tony Romo Reads Statement Regarding QB Role via @user,neutral
@user @user @user And deplorables are a minority!  Glad that they feel they can come into the light. We see them.,neutral
@user @user @user recount ALL votes then and see with illegals & dead folks He'll win popular vote too!,neutral
@user watch that new david blaine show. shits nuts. you won't regret it.,neutral
@user *pauses cutting GG revival scenes to Leonard Cohen for YouTube videos* hmm?,neutral
Role of Homeopathy in Antibiotic Resistance! via @user,neutral
"I would think Ben Carson would make a better Surgeon General than Housing and Urban Development Secretary, at first glance",neutral
#Podcast Rewind - Episode 68: #TheWalkingDead Comic vs. @user TV Show (April 2016),neutral
@user @user she clearly does! she did better & now has a better life. work hard & look after what you really need & want,neutral
Don't ask from that one..I need that one that's the point .. ivsucceed and earned social security.. So I got this one because I can't,neutral
BREAKING Fox NEWS: (WTF) President OBAMA at fault for ANTI TRUMP riots,neutral
DolarToday,neutral
I wrote on how white male power of the far right is coming for #abortion and #reproductiverights. @user,neutral
Read Fighting Back Daily ▸ today's top stories via @user @user @user #yemencrisis #yemen,neutral
Catch up on the top 5 business articles from 11/23 #uber #airbnb $URBN #urbanoutfitters $CTRP,neutral
1am and I'm still watching #ThisIsUs,neutral
UK 'risks repeating Libya mistakes in Mosul' - The Week UK #libya,neutral
#UnitedNations why are you not in #Syria?,neutral
IF YOU SHOULD GO BACK IN 2011 WHO WOULD YOU RATHER? #NbaTipo #nba #NBAA16 #NBAwards #NBALIVEMobile #BullsNation #cavs #CavsNation #Bulls,neutral
'Nothing to See Here' Headlines Conceal Police Violence at Dakota Access #UniteBlue,neutral
Bookends to a Disastrous Presidencyhttps://t.co/OXdnZ86rvD #Obama's pathetic final non-victory lap around the world. #UniteBlue #TCOT,neutral
KRP #Barzani will visit #UAE & meet Sheikh Muhammed and some other officials to discuss #Peshmerga support vs #ISIS.,neutral
Conference at #unitednations #unitednationsheadquarters…,neutral
@user theek hai:P,neutral
@user has already been in an institute like 10 years ago.,neutral
Cristiano Ronaldo & Kendall Jenner: His Latest Sign That... #KendallJenner,neutral
I agree. Many people also think homeopathy is good. It is just that the evidence for benefits of UK immigration  is…,neutral
"@user @user 700 wells fracked in SA, no impacts but provides gas to power. Many inquiries already support fracking",neutral
"Mareb University is hosting a conference on Women IDPs in Mareb during Nov 26-27, 2016. #Yemen",neutral
"Read that #Westworld may not be back til 2018 which is a big problem because it was a B+ show with neat ideas, but not all that fun to watch",neutral
I think we've found the Ben Carson of the Left. What is it with MDs and grifting?,neutral
On International Day for the Elimination of Violence #16 days of activism is launched in #Yemen “Make education saf…,neutral
The Band With Bob Dylan - When I Paint My Masterpiece (1-1-72) Had @user @user @user,neutral
